,name,username,user_id,verified,location,source,lang,text,possibly_sensitive,edit_history_tweet_ids,tweet_id,created_at,type
2108,El Ing. Monroy 🇲🇽,jcmonroy65,546193833.0,False,,Twitter Web App,es,@FOXSportsMX No more foreigners in @miseleccionmx,False,['1597250240570347521'],1597250240570347521,2022-11-28 15:25:07+00:00,replied_to
2109,Chava - #YoConCubreboca ⛵,svegaf,405567361.0,False,,Twitter for Android,es,"@caneloalvarez Maybe you don't see this but the one who shamelessly kicked @miseleccionmx's shirt is the tata, right? In order not to leave it unnoticed https://t.co/y9HyUZg9u6",False,['1597250193547612160'],1597250193547612160,2022-11-28 15:24:56+00:00,quoted
2110,Alvaro Hernández,alvaroo_hz,169257723.0,False,"Tehuacán, Puebla",Twitter for Android,es,"@estoenlinea @trinomonero I went to the store to buy bread, but they had nothing, I went to buy tortillas and they had no change, where is @miseleccionmx? Nothing has appeared for a long time.",False,['1597250168537350146'],1597250168537350146,2022-11-28 15:24:50+00:00,replied_to
2111,Memorabílico de los Mundiales ™ 🌐,MemorabilicoMF,1.2718173827265987e+18,False,CDMX,Twitter for Android,es,@RicardoBSalinas @miseleccionmx Todologo Uncle Richie,False,['1597250167908241409'],1597250167908241409,2022-11-28 15:24:50+00:00,replied_to
2112,Juan J D,juwood,141611168.0,False,Mexico,Twitter for Android,es,@jonbarbon Yes we are going to organize a media lynching for carrying out an improper act with the shirt. Shouldn't it be against the assholes of @miseleccionmx for their fucking lack of goals and their cowardly way of playing?,False,['1597250161201512450'],1597250161201512450,2022-11-28 15:24:48+00:00,replied_to
2113,Red Foreman 2.0,chav0ruc0n,1.5958207530265354e+18,False,,Twitter for iPhone,es,"@yoshimar_jose As long as I don't have to listen to her narrate for me, direct @miseleccionmx",False,['1597250129530355715'],1597250129530355715,2022-11-28 15:24:41+00:00,replied_to
2114,TUDN MEX,TUDNMEX,71303860.0,True,México,Twitter for Android,es,@miseleccionmx vs argentina I must play funes mori I have a tremendous thirst for revenge the dt directed for argentina,False,['1597250101633638400'],1597250101633638400,2022-11-28 15:24:34+00:00,
2115,Octavio Ortiz,Octavio42625228,9.83817504911917e+17,False,,Twitter for iPhone,es,"You'd better go back home, Tata Martino has you predestined to fail, because that's how it suits Argentina. @miseleccionmx https://t.co/7QDfzuE4vV",False,['1597250038153240577'],1597250038153240577,2022-11-28 15:24:19+00:00,quoted
2116,Jorge Aguilar Bello,jorgetown81,48522507.0,False,"Distrito Federal, México",Twitter for iPhone,es,@gabyvaon @Canelo @miseleccionmx Whore you all for assholes who did nothing.,False,['1597250034625810432'],1597250034625810432,2022-11-28 15:24:18+00:00,replied_to
2117,[UncleSams]TíoSamU.S,CarballoSams,1496463648.0,False,CD del carmen campeche,Twitter for Android,es,@renacova @miseleccionmx This Wednesday all Mexicans will taste the cry of HEEEEE PUTO!!!!#FUERATATA #UNASELECCIONSINBECADOS,False,['1597249974588542978'],1597249974588542978,2022-11-28 15:24:04+00:00,replied_to
2118,Carlos Román,CRomanZ,148400008.0,False,México DF,Twitter for iPhone,es,"And if they hate Messi for the alleged footsteps on the @miseleccionmx jersey, do they also hate these Mexicans who take his photo after scoring our first goal? 🤔🤦🏽‍♂️ https://t.co/hlW8pOCdFo",False,['1597249950278385664'],1597249950278385664,2022-11-28 15:23:58+00:00,
2119,Frases de Wanchope Ábila,fraseswanchope,1.4266179613647217e+18,False,,Twitter for Android,es,@HHerreramex @miseleccionmx @fifaworldcup_es In fact you are too much you don't play anything anymore but it hurts they never have the eggs to acceptw4 that they no longer peel,False,['1597249906003308547'],1597249906003308547,2022-11-28 15:23:47+00:00,replied_to
2120,Axel Vázquez,axelvazquezqro,1.3684412458534502e+18,False,"Querétaro, Querétaro Arteaga",Twitter for iPhone,es,"@RicardoBSalinas @miseleccionmx They don't get you out of your mind, crazy ball",False,['1597249897790525440'],1597249897790525440,2022-11-28 15:23:45+00:00,replied_to
2121,𝙻𝚎𝚒𝚊 𝚂𝚔𝚢𝚠𝚊𝚕𝚔𝚎𝚛,LeiaSkywalkerMx,1.1682744288258662e+18,False,México,Twitter for iPhone,es,@RicardoBSalinas @miseleccionmx When Don Ricardo dares to go up to a space with us to talk about web 3?,False,['1597249871341572096'],1597249871341572096,2022-11-28 15:23:39+00:00,replied_to
2122,Víctor V,VctorV66817130,1.4009273890147123e+18,False,,Twitter for Android,es,"@miseleccionmx Lumps these are with a mediocre coach who came out to rattle the game, what was said, they went for 3 games and everything seems that it will be that way, they put up with this imitation of a coach and there are the consequences",False,['1597249867033608192'],1597249867033608192,2022-11-28 15:23:38+00:00,replied_to
2123,LuisMndz🇲🇽,LuisMndG,182493492.0,False,Tenochtitlan,Twitter for Android,es,"GOOD MORNING MY AMERICAN RACE. Now it turns out that Messi kicked the shirt and stomped on the flag? Please, what is true? I kick and trample @miseleccionmx and they don't say anything about that?",False,['1597249863502409730'],1597249863502409730,2022-11-28 15:23:37+00:00,quoted
2124,Eduardo Camarena,ecamarena1,1898744245.0,False,,Twitter for Android,es,"@miseleccionmx @UnVasoDeLALA The problem is one... stubbornness of managers, stubbornness to keep the same fucking coach that delivered the game and Sido inoperative, stubbornness to keep things like this since the defeats with the United States they knew everything was going wrong, it's a stubbornness that has us like this!!",False,['1597249851234078722'],1597249851234078722,2022-11-28 15:23:34+00:00,replied_to
2125,… Gil Mctz'fly,gilinmtz,2874344398.0,False,"Saltillo, Coahuila de Zaragoza",Twitter for Android,es,@miseleccionmx @UnVasoDeLALA Very mercenary workers,False,['1597249826328281092'],1597249826328281092,2022-11-28 15:23:28+00:00,replied_to
2126,Amigo Monzalvo,migomonzalvo,518161538.0,False,,Twitter for Android,es,@Cerere11 @miseleccionmx all because of the tata,False,['1597249779720806400'],1597249779720806400,2022-11-28 15:23:17+00:00,replied_to
2127,Jose Guadalupe Mondragón Camacho,JoseGua58152480,1.252443983218905e+18,False,,Twitter for Android,es,@joralcr @miseleccionmx @UnVasoDeLALA Why pay when you can watch it for free?,False,['1597249756782526464'],1597249756782526464,2022-11-28 15:23:12+00:00,replied_to
2128,Roco,Rocou123ax,1.484162613185495e+18,False,,Twitter Web App,es,"GOALS BY CONFEDERATION SO FAR
@Concacaf: 3
#UEFA: 39
#AFC: 12
@CONMEBOL: 8
#CAF: 14

Excellent work @miseleccionmx
#QatarWorldCup2022 #CONCACAF",False,['1597249706832277504'],1597249706832277504,2022-11-28 15:23:00+00:00,
2129,Trivium And The Apex Of Justice Jobber Report,IIIJA_Fox,1.556494714320339e+18,False,"Pennsylvania, USA",Twitter for Android,es,@miseleccionmx They are not ashamed I fall,False,['1597249702705397762'],1597249702705397762,2022-11-28 15:22:59+00:00,replied_to
2130,Luis Davila,chilango_davila,217145413.0,False,"Acuña, Coahuila de Zaragoza",Twitter for iPhone,es,@Canelo I hope and do the same with the trunks of @miseleccionmx as soon as they get off the plane.,False,['1597249684963139585'],1597249684963139585,2022-11-28 15:22:55+00:00,replied_to
2131,Reporte Índigo,Reporte_Indigo,31023547.0,True,CDMX / Guadalajara / Monterrey,Twitter for iPhone,es,"Ah wow… how about me?

That's why we pay taxes and that's why they go out to vote and march... I'm not #Government, let's start demanding the #Governmentalists to do their job well.

The day before yesterday they asked me to make changes to @miseleccionmx and now to pursue criminals? 🤦🏻‍♂️ https://t.co/GKfkHPmwsd",False,['1597249678365843458'],1597249678365843458,2022-11-28 15:22:53+00:00,quoted
2132,Miguel Reyna ♔,MiguelReynah,87618180.0,False,,Twitter for Android,es,@kokito11 @miseleccionmx @UnVasoDeLALA There was a leader who stood up and jumped at the Federation and did not go. Great Carlos Vela!!,False,['1597249600942841857'],1597249600942841857,2022-11-28 15:22:34+00:00,replied_to
2133,Político MX,politicomx,137474821.0,True,México,Twitter for iPhone,es,"Gerardo ""Tata"" Martino resigns from @miseleccionmx

The match against Saudi Arabia will be led by an interim DT. https://t.co/bLco0iQ4DX",False,['1597249565346103298'],1597249565346103298,2022-11-28 15:22:26+00:00,
2134,Fer,iFerDotCom_,146212667.0,False,México,Twitter for Android,es,@miseleccionmx Scoundrels,False,['1597249559390203907'],1597249559390203907,2022-11-28 15:22:25+00:00,replied_to
2135,Jonathan Ramirez,Jrs40424138,1.582444032499757e+18,False,,Twitter for Android,es,"@FJG_TD Do you think that I hope it doesn't go to the next phase so that once and for all a purge is done in @miseleccionmx and in @FEMEXFUTAC ?? Greetings, your book ""el 86"" is excellent,",False,['1597249538942607361'],1597249538942607361,2022-11-28 15:22:20+00:00,replied_to
2136,GriLLo (El Hermoso),GrilloPichardo,7.251582446671299e+17,False,"Torreón, Coahuila de Zaragoza",Twitter Web App,es,"Thanks to @Canelo's complaint, FIFA will open an investigation that could lead to the withdrawal of the three points from the @afa team and award them to @miseleccionmx.",False,['1597249533565550595'],1597249533565550595,2022-11-28 15:22:18+00:00,
2137,Sergio Villasenor,SergioVillasen9,8.026948474633093e+17,False,"Chicago, IL",Twitter for iPad,es,"✍ ""Mexico's great challenge in the @FIFAWorldCup_es"", by @edgarmendez9 🇲🇽 Opinion on @miseleccionmx and its role in the World Cup 👉 https://t.co/wrfp4eMXeR (via @marca) 🗞 #IAmCommunication #IAmPlayer https https://t.co/Q5EjL6aGD6",False,['1597249528578846721'],1597249528578846721,2022-11-28 15:22:17+00:00,
2138,German Gabarrot,gabarrot,93709405.0,False,"México, D.F.",Twitter Web App,qme,@miseleccionmx https://t.co/sypzWF9Lkq,False,['1597249499189358596'],1597249499189358596,2022-11-28 15:22:10+00:00,
2139,The Alexneytor,Alex_Correa2,170090386.0,False,Mexico,Twitter for Android,es,"#TataMartino directed @miseleccionmx with his feet against @Argentina but I have no doubt he will go all out against Saudi Arabia, he only sought to keep the National Team of his country of origin alive.... #Qatar2022 #México #QatarWorldCup2022 #WorldCup",False,['1597249475894185988'],1597249475894185988,2022-11-28 15:22:05+00:00,
2140,Frojas606,Frojas606,1.535461505600217e+18,False,"Chicago, IL",Twitter for Android,es,This is how @Canelo reacted to defend @miseleccionmx after the match against #Argentina ⚽️🥅 /#Qatar2022 #FIFAWorldCup @FIFAWorldCup https://t.co/QZDSN5BJ60,False,['1597249405794816000'],1597249405794816000,2022-11-28 15:21:48+00:00,quoted
2141,Juan Jacobo,JuanJac80880214,9.95361720188244e+17,False,"Durango, México",Twitter for Android,es,What the hell x @ghanafaofficial that if it's a good team they should never do them less than wow games they were also nothing short of drawing Portugal should @miseleccionmx learn something 🙄🤷‍♀️ https://t.co/xi0wpf23O0,False,['1597249377877123072'],1597249377877123072,2022-11-28 15:21:41+00:00,
2142,MrAntorolimius,SirAntorolimius,1.1842556503831757e+18,False,"Arboledas del Sur, Tlalpan",Twitter for Android,es,@Lily740267091 @lopezobrador_ says that Messi must come to the @EstadioAzteca to apologize to @miseleccionmx for having done what he did,False,['1597249360307580928'],1597249360307580928,2022-11-28 15:21:37+00:00,replied_to
2143,Mexico En La Piel 🇲🇽🇺🇸,mexenlapielusa,1.4435831700796416e+18,False,United States,Twitter for Android,es,"@miseleccionmx @UnVasoDeLALA A message for the national team players:
https://t.co/5vFYUvy3Xt",False,['1597249348047613953'],1597249348047613953,2022-11-28 15:21:34+00:00,quoted
2144,Alejandro 2024,AlexItesm,43282456.0,False,México,Twitter for Android,es,@mgjr111 @EHurts95 @miseleccionmx Jajaja 😂 https://t.co/dK8wTO49Zl,False,['1597249306259755008'],1597249306259755008,2022-11-28 15:21:24+00:00,replied_to
2145,Mariano Perni,perni1980,132601239.0,False,"Almirante Brown, Argentina",Twitter for iPhone,es,"@GraciasTevez @Joakhoso1 @tntsportsmex @miseleccionmx COME AND SEE THEM

LET THEM COME AND SEE THEM

CHES DO NOT HAVE EGGS

THE ENGLISH CUT THEM OFF https://t.co/OhqdJeJdZa",False,['1597249296176668672'],1597249296176668672,2022-11-28 15:21:22+00:00,replied_to
2146,César Trujillo,iamtrutru,80481849.0,False,"Ohio, USA",Twitter Web App,es,@tntsportsmex @miseleccionmx @LaReimers @MajolaB @RICARDOMURGUIA @emilianoraggi He who seeks finds https://t.co/tb9JxATmDY,False,['1597249279747579904'],1597249279747579904,2022-11-28 15:21:18+00:00,replied_to
2147,pancho del rancho,ufasperufas,133007342.0,False,Mexico,Twitter for Android,es,"In @miseleccionmx It must be Directed by Mexican
No more Alien Rats",False,['1597249235971608577'],1597249235971608577,2022-11-28 15:21:07+00:00,
2148,-A,agusgimenz,1.0914721232212378e+18,False,"Pinamar, Argentina",Twitter for iPhone,es,@CAFERNANDEZR @miseleccionmx @afa @fifaworldcup_es @JavierBalseca @TVCDeportes @rubenanwar @FIFAWorldCup @jzarzap @beltrandelrio @reformacancha @adevaldes Good info.,False,['1597249190190813187'],1597249190190813187,2022-11-28 15:20:57+00:00,replied_to
2149,"Víctor H. Madera R., PMP",victorhmadera,130284590.0,False,"Leesburg, VA",Twitter for Android,es,They speak to you @miseleccionmx https://t.co/jY6sufLkf9,False,['1597249152316231680'],1597249152316231680,2022-11-28 15:20:48+00:00,quoted
2150,Joaquin Basilio,Joaquinbasilio,91260422.0,False,Veracruz,Twitter for Android,es,"@MARCOHVF55 @miseleccionmx @UnVasoDeLALA Another asshole... Tata has his last day of work on Wednesday and he leaves, the managers stay and they are the problem.",False,['1597249127225905154'],1597249127225905154,2022-11-28 15:20:42+00:00,replied_to
2151,@diario24horas,diario24horas,357050985.0,True,México,Twitter for iPhone,es,"What happened here? 🤔 Through social networks, the controversy has been unleashed over this video of Leonel Messi celebrating after the #ARG victory against #MEX where he would have kicked the shirt of @miseleccionmx. ⚽️ https://t.co/GDYCkME47v",False,['1597249097626714112'],1597249097626714112,2022-11-28 15:20:34+00:00,
2152,Señor Pitochi,Don_Pitochi,2992473738.0,False,,Twitter for Android,es,@BlancaBoyzo @miseleccionmx @FMF This image is correct and gives us proof of the truth after the game 😤😠 https://t.co/rAYZZFqVZ4,False,['1597249093205561344'],1597249093205561344,2022-11-28 15:20:33+00:00,replied_to
2153,Daniel omar Gauna,DanielomarGaun4,1.506312976135041e+18,False,"Santiago del Estero, Argentina",Twitter for iPhone,qme,@zklntt @Joakhoso1 @tntsportsmex @miseleccionmx https://t.co/1ha5fbzWTZ,False,['1597249019582955520'],1597249019582955520,2022-11-28 15:20:16+00:00,replied_to
2154,Francisco Herrera,panchoherrera1,199054198.0,False,,Twitter for iPhone,en,@nuevodiaenlinea @Canelo @fifaworldcup_es @Argentina @miseleccionmx Blown out of proportion 🤦🏻‍♂️,False,['1597248886657404928'],1597248886657404928,2022-11-28 15:19:44+00:00,replied_to
2155,Hugo Droid,HugoRU_DO,164141769.0,False,"Toluca, México",Twitter for Android,es,"@JaimeHhdz @ScorpioOfficial @miseleccionmx @UnVasoDeLALA Read the
full tweet",False,['1597248842147454978'],1597248842147454978,2022-11-28 15:19:34+00:00,replied_to
2156,Os Rom,DestroyLoosers,1.4568032090417603e+18,False,,Twitter for iPhone,en,Messi and #Argentina are not done yet!!! 🇦🇷🏆🇲🇽 @Argentina @miseleccionmx @FIFAWorldCup #FIFAWorldCup #ARGMEX #ARG #LaAlbiceleste #Mexico #MEX #ElTri #MexicoDeMiVida #GroupC #Qatar2022 #Catar2022 #CopaMundial #football #futbol #soccer @ Lusail Stadium https://t.co/TizvR8XOG8 https://t.co/6iEPWY29wi,False,['1597248830533406721'],1597248830533406721,2022-11-28 15:19:31+00:00,
